Handle,Title,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Barcode,Image Src,Gift Card,Google Shopping / Google Product Category,Variant Image,Variant Weight Unit,Status
elijah-craig-18-year-old-single-barrel-bourbon-whiskey,Elijah Craig 18 Year Old Single Barrel Bourbon Whiskey,MS WALKER,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",TRUE,Size,750ml,PWM3143S,0,199.99,'096749010189,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/ec18.png?v=1697493834,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/ec18.png?v=1697493834,lb,active
midnight-moon-cherry-moonshine,Midnight Moon Cherry Moonshine,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",TRUE,Size,750ml,PWH3142S,5,23.99,'851767001157,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/mmc.jpg?v=1697153595,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/mmc.jpg?v=1697153595,lb,active
midnight-moon-blueberry-moonshine,Midnight Moon Blueberry Moonshine,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",TRUE,Size,750ml,PWH3141S,4,23.99,'851767001195,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/msbb.png?v=1697153508,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/msbb.png?v=1697153508,lb,active
midnight-moon-apple-pie-moonshine,Midnight Moon Apple Pie Moonshine,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",TRUE,Size,750ml,PFH3140S,4,23.99,'851767001140,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/mmap.jpg?v=1697152290,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/mmap.jpg?v=1697152290,lb,active
glendronach-12-year-old-single-malt-scotch-whisky,The Glendronach 12 Year Old Single Malt Scotch Whisky,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"SCOTCH, SCOTLAND, WHISKY",FALSE,Size,750ml,PWH3139S,6,79.99,'081128002114,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/gl12.jpg?v=1697146879,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/gl12.jpg?v=1697146879,lb,active
flor-de-oliva-churchill-cigar,Flor De Oliva Churchill Cigar,ZALL & SONS,"Food, Beverages & Tobacco > Tobacco Products > Cigars",Cigars,CIGAR,FALSE,Size,1 cigar,PCZ3138S,18,8.99,'814539011242,,FALSE,,,lb,active
heaven-hill-100-proof-kentucky-straight-bourbon-whiskey,Heaven Hill 7 Year Old Kentucky Straight Bourbon Whiskey,MS WALKER,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",TRUE,Size,750ml,PWM3137S,6,52.99,'096749002429,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/hh7.jpg?v=1697058311,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/hh7.jpg?v=1697058311,lb,active
high-noon-tropical-variety-pack,High Noon Tropical Variety Pack,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Flavored Alcoholic Beverages",Flavored Alcoholic Beverages,"HARD SELTZER, US, VODKA",TRUE,Size,8pk 12oz cans,PFM3136S,1,21.99,'085000032558,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/hntp.png?v=1696886513,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/hntp.png?v=1696886513,lb,active
lawsons-finest-big-hazy-ipa,Lawson's Finest Big Hazy IPA,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"IPA, US",TRUE,Size,4pk 12oz cans,PBA3134S,11,18.99,'850001147415,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/lbh.png?v=1696633512,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/lbh.png?v=1696633512,lb,active
lawsons-finest-big-hazy-ipa,,,,,,,,16oz can,PBA3135S,0,4.99,'850001147415,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/lbh_02f0d5d4-7f32-4dbd-84a7-cf19a0dfe0b5.png?v=1696712104,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/lbh_02f0d5d4-7f32-4dbd-84a7-cf19a0dfe0b5.png?v=1696712104,lb,
troegs-sunshine-pilsner,Troegs Sunshine Pilsner,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,4pk 16oz cans,PBC3131S,6,11.99,'637704076446,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/tpil.png?v=1696632466,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/tpil.png?v=1696632466,lb,active
truly-red-white-variety-pack,Truly Red White & Tru Variety Pack,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"HARD SELTZER, US",TRUE,Size,12pk 12oz cans,PBA3130S,0,20.99,'087692012825,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/trwt.png?v=1696549684,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/trwt.png?v=1696549684,lb,active
nikka-coffey-vodka,Nikka Coffey Vodka,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Vodka",Vodka,"JAPAN, VODKA",TRUE,Size,750ml,PWH3129S,6,39.99,'4904230049302,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/nivod.png?v=1696547877,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/nivod.png?v=1696547877,lb,active
nikka-days-blended-whisky,Nikka Days Blended Whisky,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"JAPAN, WHISKY",TRUE,Size,750ml,PWH3128S,5,54.99,'4904230057642,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/nda.png?v=1696547080,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/nda.png?v=1696547080,lb,active
nikka-miyagikyo-single-malt-whisky,Nikka Miyagikyo Single Malt Whisky,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"JAPAN, WHISKY",TRUE,Size,750ml,PWH3127S,6,104.99,'4904230044581,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/nmism.png?v=1696546708,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/nmism.png?v=1696546708,lb,active
nikka-taketsuru-pure-malt-whisky,Nikka Taketsuru Pure Malt Whisky,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"JAPAN, WHISKY",TRUE,Size,750ml,PWH3126S,6,89.99,'4904230064688,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/ntpm.jpg?v=1696545704,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/ntpm.jpg?v=1696545704,lb,active
nikka-coffey-malt-whisky,Nikka Coffey Malt Whisky,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"JAPAN, WHISKY",TRUE,Size,750ml,PWH3125S,10,89.99,'4904230044987,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/ncw.png?v=1696545516,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/ncw.png?v=1696545516,lb,active
hendricks-orbium-gin,Hendricks Orbium Gin,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Gin",Gin,"GIN, SCOTLAND",TRUE,Size,750ml,PGM3124S,6,47.99,'083664873678,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/hog.png?v=1696544914,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/hog.png?v=1696544914,lb,active
hendricks-neptunia-gin,Hendricks Neptunia Gin,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Gin",Gin,"GIN, SCOTLAND",TRUE,Size,750ml,PGM3123S,4,47.99,'083664874811,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/hng.png?v=1696544807,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/hng.png?v=1696544807,lb,active
hendricks-flora-adora-gin,Hendricks Flora Adora Gin,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Gin",Gin,"GIN, SCOTLAND",TRUE,Size,750ml,PGM3122S,6,47.99,'083664874965,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/hfa.png?v=1696544646,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/hfa.png?v=1696544646,lb,active
lagavulin-islay-8-year-single-malt-scotch-whisky,Lagavulin Islay 8 Year Single Malt Scotch Whisky,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"SCOTCH, SCOTLAND, WHISKY",TRUE,Size,750ml,PWM3121S,5,64.99,'088076180635,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/laga.png?v=1696542489,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/laga.png?v=1696542489,lb,active
talisker-10-year-single-malt-scotch-whiskey,Talisker 10 year Single Malt Scotch Whisky,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"SCOTCH, SCOTLAND, WHISKY",TRUE,Size,750ml,PWM3119S,12,69.99,'088110170059,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/ta.jpg?v=1696542172,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/ta.jpg?v=1696542172,lb,active
laphroaig-cairdeas-islay-single-malt-scotch-whisky,Laphroaig Cairdeas Islay Single Malt Scotch Whisky,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"SCOTCH, SCOTLAND",TRUE,Size,750ml,PWM3118S,12,99.99,'5010019000026,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/lcar.png?v=1696540672,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/lcar.png?v=1696540672,lb,active
ole-smoky-original-moonshine,Ole Smoky Original Moonshine,MARTIGNETTI,,Whiskey,"US, WHISKEY",TRUE,Size,750ml,PWM3117S,6,29.99,'856011004045,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/oso.jpg?v=1696539576,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/oso.jpg?v=1696539576,lb,active
ole-smoky-apple-pie-moonshine,Ole Smoky Apple Pie Moonshine,MARTIGNETTI,,Whiskey,"US, WHISKEY",TRUE,Size,750ml,PWM3116S,0,29.99,'856011004984,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/osap.png?v=1696539476,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/osap.png?v=1696539476,lb,active
j-lohr-paso-robles-hilltop-cabernet-sauvignon,J Lohr Paso Robles Hilltop Cabernet Sauvignon,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"CABERNET SAUVIGNON, RED, US",TRUE,Size,750ml,PWR3114S,5,37.99,'089121348529,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/jlht.png?v=1696466278,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/jlht.png?v=1696466278,lb,active
camel-blue-99,Camel Blue 99,ZALL & SONS,"Food, Beverages & Tobacco > Tobacco Products > Cigarettes",Cigarettes,,FALSE,Size,1pk,PCZ3109S,10,12.99,'012300200608,,FALSE,,,lb,active
nature-valley-crunchy-oats-n-honey,Nature valley Crunchy Oats N Honey,Cost Co,"Food, Beverages & Tobacco > Food Items > Candy & Chocolate",Candy & Chocolate,CANDY,FALSE,Size,1.49oz,PCC3108S,15,1.25,'016000264694,,FALSE,,,lb,active
hersheys-milk-king-cookie-n-creme,Hershey's Milk King Cookie n Creme,ZALL & SONS,"Food, Beverages & Tobacco > Food Items > Candy & Chocolate",Candy & Chocolate,CANDY,FALSE,Size,2.6oz,PCZ3104S,11,2.99,'034000196401,,FALSE,,,lb,active
prime-strawberry-watermelon-energy-drink-1,Prime Strawberry Watermelon Hydration Drink,ATLAS,"Food, Beverages & Tobacco > Beverages > Sports & Energy Drinks",Sports & Energy Drinks,SODA,FALSE,Size,16oz bottle,PSA3103S,0,2.99,'850003560977,,FALSE,,,lb,active
prime-lemon-lime-hydration-drink,Prime Lemon Lime Hydration Drink,ATLAS,"Food, Beverages & Tobacco > Beverages > Sports & Energy Drinks",Sports & Energy Drinks,SODA,FALSE,Size,16oz bottle,PSA3101S,0,2.99,'850003560410,,FALSE,,,lb,active
prime-blue-raspberry-hydration-drink,Prime Blue Raspberry Hydration Drink,ATLAS,"Food, Beverages & Tobacco > Beverages > Sports & Energy Drinks",Sports & Energy Drinks,SODA,FALSE,Size,16oz bottle,PSA3099S,0,2.99,'850003560458,,FALSE,,,lb,active
prime-lemonade-hydration-drink,Prime Lemonade Hydration Drink,ATLAS,"Food, Beverages & Tobacco > Beverages > Sports & Energy Drinks",Sports & Energy Drinks,SODA,FALSE,Size,16oz bottle,PSA3097S,2,2.99,'810116121557,,FALSE,,,lb,active
mighty-squirrel-grove-shack,Mighty Squirrel Grove Shack,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,4pk 16oz cans,PBA3092S,9,13.99,'051497310998,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/msgs.jpg?v=1696375903,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/msgs.jpg?v=1696375903,lb,active
mighty-squirrel-dear-kelly,Mighty Squirrel Dear Kelly,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,4pk 16oz cans,PBA3091S,6,16.99,'051497123420,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/msdk.png?v=1696375408,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/msdk.png?v=1696375408,lb,active
lord-hobo-doom-sauce-black-double-ipa,Lord Hobo Doom Sauce Black Double IPA,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,4pk 12oz cans,PBA3090S,1,17.99,'856544007063,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/lhds.png?v=1696374811,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/lhds.png?v=1696374811,lb,active
exhibit-a-danko-ipa,Exhibit A Danko IPA,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,4pk 16oz cans,PBA3089S,6,16.99,'709311885244,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/exd.jpg?v=1696373515,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/exd.jpg?v=1696373515,lb,active
mighty-squirrel-gourgeous-pumpkin,Mighty Squirrel Gourgeous Pumpkin,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"ALE, CRAFT, US",TRUE,Size,4pk 16oz cans,PBA3088S,6,14.99,'051497201418,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/msgp.jpg?v=1696373216,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/msgp.jpg?v=1696373216,lb,active
exhibit-a-cake,Exhibit A Cake,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"ALE, CRAFT, US",TRUE,Size,4pk 16oz cans,PBA3087S,6,17.99,'709311884902,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/ecake.jpg?v=1696373068,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/ecake.jpg?v=1696373068,lb,active
exhibit-a-sunday-paper-imperial-stout,Exhibit A Sunday Paper Imperial Stout,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, STOUT, US",TRUE,Size,4pk 16oz cans,PBA3086S,4,18.99,'709311885251,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/easunday.png?v=1696372219,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/easunday.png?v=1696372219,lb,active
mighty-squirrel-octoberfest-german-style-marzen,Mighty Squirrel Octoberfest,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, LAGER, US",TRUE,Size,4pk 16oz cans,PBA3085S,3,13.99,'051497201388,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/msoct.jpg?v=1696369670,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/msoct.jpg?v=1696369670,lb,active
mighty-squirrel-festbier-german-lager,Mighty Squirrel Festbier German Lager,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, LAGER, US",TRUE,Size,4pk 16oz cans,PBA3084S,5,13.99,'051497311063,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/msf.jpg?v=1696369451,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/msf.jpg?v=1696369451,lb,active
lord-hobo-617-lager,Lord Hobo 617 Lager,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, LAGER, US",TRUE,Size,4pk 12oz cans,PBA3083S,5,10.99,'856544007568,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/lhl.png?v=1696368884,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/lhl.png?v=1696368884,lb,active
mija-red-sangria-1,Mija Red Sangria,Hub Wine,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"RED, SANGRIA, US",TRUE,Size,750ml,PWH3082S,10,9.99,'810879020388,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/mrs.png?v=1696345855,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/mrs.png?v=1696345855,lb,active
mija-red-sangria,Mija White Sangria,Hub Wine,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"SANGRIA, US, WHITE",TRUE,Size,750ml,PWH3081S,8,9.99,'810879020784,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/mws.png?v=1696345766,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/mws.png?v=1696345766,lb,active
patron-el-alto-tequila,Patron El Alto Reposado Tequila,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Tequila",Tequila,"MEXICO, TEQUILA",TRUE,Size,750ml,PTH3080S,2,169.99,'721733005857,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/pela.jpg?v=1695920482,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/pela.jpg?v=1695920482,lb,active
il-tramonto-limoncello-liqueur,IL Tramonto Limoncello Liqueur,BAY STATE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Liqueurs",Liqueurs,"ITALY, LIQUEUR",TRUE,Size,750ml,PWB3079S,5,19.99,'084279979472,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/ell.png?v=1695919475,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/ell.png?v=1695919475,lb,active
weller-12-year-kentucky-straight-bourbon-whiskey,Weller 12 Year Kentucky Straight Bourbon Whiskey,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",FALSE,Size,750ml,PWH3078S,0,99.99,'088004027742,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/w12.png?v=1695919025,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/w12.png?v=1695919025,lb,active
penelope-architect-straight-bourbon-whiskey,Penelope Architect Straight Bourbon Whiskey,BAY STATE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",TRUE,Size,750ml,PWB3077S,4,65.99,'860000348294,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/par_b04a3c6a-4c71-4a05-a80f-5a715de3d36a.png?v=1695918656,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/par_b04a3c6a-4c71-4a05-a80f-5a715de3d36a.png?v=1695918656,lb,active
copy-of-penelope-four-grain-barrel-strength-straight-bourbon-whiskey,Penelope Four Grain Barrel Strength Straight Bourbon Whiskey,BAY STATE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",TRUE,Size,750ml,PWB3075S,5,69.99,'860000348218,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/pbs.png?v=1695917798,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/pbs.png?v=1695917798,lb,active
penelope-four-grain-straight-bourbon-whiskey,Penelope Four Grain Straight Bourbon Whiskey,BAY STATE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",TRUE,Size,750ml,PWB3074S,5,39.99,'860000348201,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/pfg.jpg?v=1695917153,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/pfg.jpg?v=1695917153,lb,active
casal-garcia-sweet-vinho-branco,Casal Garcia Vinho Branco Sweet,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"PORTUGAL, WHITE",TRUE,Size,750ml,PWM3073S,9,9.99,'764793200312,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/cgsw.jpg?v=1695415450,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/cgsw.jpg?v=1695415450,lb,active
cupcake-light-hearted-chardonnay,Cupcake Light Hearted Chardonnay,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"CHARDONNAY, US, WHITE",TRUE,Size,750ml,PWH3072S,1,13.99,'081308011646,https://cdn.shopify.com/s/files/1/0585/9541/0074/files/cclhc.png?v=1694829502,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/files/cclhc.png?v=1694829502,lb,active
